version	flags	bench	param	threads	avg	min	max	var
2009-07-07 15:05	-I	partit	1600	4	80.6	25	174	1995.77333333333
2009-07-07 15:05	-I	partit	1600	8	46.1666666666667	13	152	943.205555555555
2009-07-07 15:05	-I	partit	1600	16	25.9666666666667	5	50	139.432222222222
2009-07-07 15:05	-I	partit	1800	4	81.2666666666667	16	319	5088.46222222223
2009-07-07 15:05	-I	partit	1800	8	58.7333333333333	13	246	2330.32888888889
2009-07-07 15:05	-I	partit	1800	16	33.5333333333333	10	108	386.315555555556
2009-07-07 15:05	-I	partit	2000	4	98.3	12	242	4927.01
2009-07-07 15:05	-I	partit	2000	8	51.9	10	139	1151.29
2009-07-07 15:05	-I	partit	2000	16	39.3	10	93	367.076666666667
2009-07-07 15:05	-I	partit-nr	1200	4	80.1666666666667	14	250	4527.27222222222
2009-07-07 15:05	-I	partit-nr	1200	8	32.0333333333333	9	76	322.565555555556
2009-07-07 15:05	-I	partit-nr	1200	16	29.7333333333333	7	72	270.662222222222
2009-07-07 15:05	-I	partit-nr	1400	4	66.1	20	272	3033.62333333333
2009-07-07 15:05	-I	partit-nr	1400	8	40.1	11	97	525.556666666667
2009-07-07 15:05	-I	partit-nr	1400	16	29.9	10	99	343.356666666667
2009-07-07 15:05	-I	partit-nr	1600	4	63.5	3	182	2007.85
2009-07-07 15:05	-I	partit-nr	1600	8	51.1	6	174	1305.35666666667
2009-07-07 15:05	-I	partit-nr	1600	16	31.8333333333333	12	103	337.805555555556
2009-07-07 15:05	-I	partit-nr	1800	4	85.0333333333333	12	299	4319.49888888889
2009-07-07 15:05	-I	partit-nr	1800	8	49.0333333333333	15	132	956.898888888889
2009-07-07 15:05	-I	partit-nr	1800	16	33.5333333333333	12	91	381.382222222222
2009-07-07 15:05	-I	partit-nr	2000	4	92.0333333333333	17	304	4073.49888888889
2009-07-07 15:05	-I	partit-nr	2000	8	52.0666666666667	13	173	1001.52888888889
2009-07-07 15:05	-I	partit-nr	2000	16	34.3333333333333	17	67	172.622222222222
2009-07-07 15:05	-I	perfect-square	1	4	1358.96666666667	43	6939	2049594.76555556
