version	flags	bench	param	threads	avg	min	max	var
2009-07-08 15:26		magic-square	50	2	10573.0666666667	1772	35071	67309241.3288889
2009-07-08 15:26		magic-square	50	4	7322.06666666667	902	22986	22826597.5288889
2009-07-08 15:26		magic-square	50	8	3882.96666666667	925	8219	3911062.56555556
2009-07-08 15:26		magic-square	50	16	2689.83333333333	812	9264	2916770.87222222
2009-07-08 15:26		magic-square	60	1	54076.1333333333	4230	754628	17753607358.7156
2009-07-08 15:26		magic-square	60	2	12353.2	878	39414	92446392.0933334
2009-07-08 15:26		magic-square	60	4	7747.16666666667	1395	22826	28195555.2722222
2009-07-08 15:26		magic-square	60	8	5366.73333333333	1469	24529	17335156.9288889
2009-07-08 15:26		magic-square	60	16	4411.53333333333	1543	14605	9448834.71555556
2009-07-08 15:26		magic-square	70	1	31983.2	2504	96545	606556415.36
2009-07-08 15:26		magic-square	70	2	18294.5666666667	2694	86369	237521532.045556
2009-07-08 15:26		magic-square	70	4	9504.43333333333	2124	37146	62178069.3122222
2009-07-08 15:26		magic-square	70	8	7942.8	1764	18914	20557433.4266667
2009-07-08 15:26		magic-square	70	16	4430.2	1493	10307	4284057.89333334
2009-07-08 15:26		magic-square	80	1	48579.2666666667	3585	227005	2133514587.06222
2009-07-08 15:26		magic-square	80	2	18287.8333333333	2109	61257	305637370.672222
2009-07-08 15:26		magic-square	80	4	11495.8	2271	41925	70521719.36
2009-07-08 15:26		magic-square	80	8	8455.9	2272	26797	33422138.49
2009-07-08 15:26		magic-square	80	16	5815.6	1845	14688	10075419.5733333
2009-07-08 15:26		magic-square	90	1	48616.9	9933	131515	742631574.023333
2009-07-08 15:26		magic-square	90	2	29519.8666666667	3120	83210	450605893.582222
2009-07-08 15:26		magic-square	90	4	19537.2	4201	68571	192806562.16
2009-07-08 15:26		magic-square	90	8	9416.9	1557	27400	33901328.69
2009-07-08 15:26		magic-square	90	16	6522.0	1917	15003	10328686.2
2009-07-08 15:26		magic-square	100	1	289668.933333333	3295	7165406	1632377612166.2
2009-07-08 15:26		magic-square	100	2	33013.0333333333	3522	73992	374315439.565556
2009-07-08 15:26		magic-square	100	4	20880.6666666667	2571	62399	264364251.822222
2009-07-08 15:26		magic-square	100	8	14358.7666666667	2629	50303	131548333.312222
2009-07-08 15:26		magic-square	100	16	7962.96666666667	2969	15521	12544220.6988889
2009-07-07 15:05		partit	1200	1	253.633333333333	9	978	44541.2322222222
2009-07-07 15:05		partit	1200	2	176.866666666667	10	757	33215.9822222222
2009-07-07 15:05		partit	1200	4	68.7333333333333	6	219	3147.79555555556
2009-07-07 15:05		partit	1200	8	29.6333333333333	4	61	196.165555555556
2009-07-07 15:05		partit	1200	16	26.5333333333333	4	78	255.848888888889
2009-07-07 15:05		partit	1400	1	290.466666666667	4	766	46508.3155555556
2009-07-07 15:05		partit	1400	2	160.833333333333	7	592	18966.8055555556
2009-07-07 15:05		partit	1400	4	87.0333333333333	11	270	4381.76555555556
2009-07-07 15:05		partit	1400	8	45.5666666666667	9	145	938.778888888889
2009-07-07 15:05		partit	1400	16	25.2	3	111	530.56
2009-07-07 15:05		partit	1600	1	199.9	7	777	31881.8233333334
2009-07-07 15:05		partit	1600	2	168.866666666667	17	606	18852.9822222222
2009-07-07 15:05		partit	1600	4	113.166666666667	11	551	12769.8055555556
2009-07-07 15:05		partit	1600	8	41.7333333333333	7	138	909.995555555555
2009-07-07 15:05		partit	1600	16	28.5666666666667	8	64	274.112222222222
2009-07-07 15:05		partit	1800	1	348.0	15	1691	131412.733333333
2009-07-07 15:05		partit	1800	2	197.9	14	958	53427.3566666667
2009-07-07 15:05		partit	1800	4	93.4333333333333	11	318	6810.84555555556
2009-07-07 15:05		partit	1800	8	45.7666666666667	9	78	349.312222222222
2009-07-07 15:05		partit	1800	16	36.3	5	78	369.476666666667
2009-07-07 15:05		partit	2000	1	239.233333333333	5	837	41815.3788888889
2009-07-07 15:05		partit	2000	2	196.133333333333	3	579	25008.1155555556
2009-07-07 15:05		partit	2000	4	78.5	5	245	4438.71666666667
2009-07-07 15:05		partit	2000	8	56.3666666666667	9	173	1694.56555555556
2009-07-07 15:05		partit	2000	16	33.9333333333333	4	87	502.462222222222
2009-07-07 15:05		partit-nr	1200	1	239.633333333333	15	792	40488.4322222222
2009-07-07 15:05		partit-nr	1200	2	135.766666666667	8	426	11945.4455555556
2009-07-07 15:05		partit-nr	1200	4	67.0333333333333	17	222	2128.23222222222
2009-07-07 15:05		partit-nr	1200	8	36.3666666666667	5	95	372.365555555556
2009-07-07 15:05		partit-nr	1200	16	28.2666666666667	3	restart	375.128888888889
2009-07-07 15:05		partit-nr	1400	1	301.166666666667	52	850	40295.0055555556
2009-07-07 15:05		partit-nr	1400	2	114.333333333333	14	342	7284.48888888889
2009-07-07 15:05		partit-nr	1400	4	67.2666666666667	11	184	1985.26222222222
2009-07-07 15:05		partit-nr	1400	8	52.4	10	178	1704.57333333333
2009-07-07 15:05		partit-nr	1400	16	25.8666666666667	9	75	320.782222222222
2009-07-07 15:05		partit-nr	1600	1	287.7	25	829	50970.2766666667
2009-07-07 15:05		partit-nr	1600	2	98.7	6	374	7043.07666666667
2009-07-07 15:05		partit-nr	1600	4	96.0666666666667	4	430	10059.4622222222
2009-07-07 15:05		partit-nr	1600	8	35.6333333333333	3	81	635.698888888889
2009-07-07 15:05		partit-nr	1600	16	37.3666666666667	6	104	607.632222222222
2009-07-07 15:05		partit-nr	1800	1	343.9	19	1906	122489.823333333
2009-07-07 15:05		partit-nr	1800	2	162.2	11	449	17086.36
2009-07-07 15:05		partit-nr	1800	4	109.4	11	450	11232.5733333333
2009-07-07 15:05		partit-nr	1800	8	46.5	7	113	896.65
2009-07-07 15:05		partit-nr	1800	16	32.2666666666667	12	87	357.462222222222
2009-07-07 15:05		partit-nr	2000	1	340.066666666667	35	1014	69285.0622222222
2009-07-07 15:05		partit-nr	2000	2	183.6	20	971	36459.5066666667
2009-07-07 15:05		partit-nr	2000	4	99.1	10	370	7079.09
2009-07-07 15:05		partit-nr	2000	8	49.8333333333333	4	192	1614.07222222222
2009-07-07 15:05		partit-nr	2000	16	29.9666666666667	4	55	226.432222222222
2009-07-07 15:05		perfect-square	1	1	7162.1	89	26670	41381648.49
2009-07-07 15:05		perfect-square	1	2	3269.46666666667	42	9033	7661844.44888889
2009-07-07 15:05		perfect-square	1	4	1561.76666666667	83	4453	1333924.57888889
2009-07-07 15:05		perfect-square	1	8	845.9	52	2551	347951.09
2009-07-07 15:05		perfect-square	1	16	521.766666666667	11	2677	358294.178888889
2009-07-07 15:05		perfect-square	2	1	6902.1	568	18103	26950946.5566667
2009-07-07 15:05		perfect-square	2	2	4218.13333333333	178	17454	11022248.6488889
2009-07-07 15:05		perfect-square	2	4	1523.4	106	8137	3044514.77333334
2009-07-07 15:05		perfect-square	2	8	1023.53333333333	47	4187	948026.582222222
2009-07-07 15:05		perfect-square	2	16	452.8	47	2020	194473.426666667
2009-07-07 15:05		perfect-square	3	1	8697.33333333334	211	25410	45619546.4222222
2009-07-07 15:05		perfect-square	3	2	5481.1	525	21153	27289172.49
2009-07-07 15:05		perfect-square	3	4	2730.86666666667	205	10231	5458723.18222222
2009-07-07 15:05		perfect-square	3	8	1117.3	85	4248	1130635.34333333
2009-07-07 15:05		perfect-square	3	16	508.5	35	1632	145170.516666667
2009-07-07 15:05		perfect-square	4	1	6217.03333333333	122	18897	26990008.4988889
2009-07-07 15:05		perfect-square	4	2	3610.36666666667	157	25150	21655804.5655555
2009-07-07 15:05		perfect-square	4	4	3106.23333333333	82	10139	8260725.31222222
2009-07-07 15:05		perfect-square	4	8	1364.0	107	5154	1778920.8
2009-07-07 15:05		perfect-square	4	16	660.066666666667	45	2303	308790.595555556
2009-07-07 15:05		queens	1000	1	533.2	502	568	250.026666666667
2009-07-07 15:05		queens	1000	2	524.4	502	550	129.64
2009-07-07 15:05		queens	1000	4	513.2	488	541	145.76
2009-07-07 15:05		queens	1000	8	510.7	484	535	145.343333333333
2009-07-07 15:05		queens	1000	16	510.866666666667	485	550	203.115555555556
2009-07-07 15:05		queens	2000	1	1083.3	1034	1117	309.276666666667
2009-07-07 15:05		queens	2000	2	1059.0	1015	1092	300.266666666667
2009-07-07 15:05		queens	2000	4	1052.43333333333	1025	1089	382.178888888889
2009-07-07 15:05		queens	2000	8	1048.23333333333	1008	1086	258.912222222222
2009-07-07 15:05		queens	2000	16	1036.63333333333	1010	1079	241.698888888889
2009-07-07 15:05		queens	4000	1	2172.56666666667	2072	2242	1389.84555555556
2009-07-07 15:05		queens	4000	2	2143.3	2093	2191	707.943333333333
2009-07-07 15:05		queens	4000	4	2129.46666666667	2074	2183	592.848888888889
2009-07-07 15:05		queens	4000	8	2123.1	2096	2156	276.823333333334
2009-07-07 15:05		queens	4000	16	2098.3	2059	2126	292.076666666667
2009-07-07 15:05		queens	5000	1	2726.43333333333	2663	2786	1026.44555555556
2009-07-07 15:05		queens	5000	2	2689.2	2626	2732	793.093333333333
2009-07-07 15:05		queens	5000	4	2680.13333333333	2606	2727	842.048888888889
2009-07-07 15:05		queens	5000	8	2660.86666666667	2602	2704	702.382222222222
2009-07-07 15:05		queens	5000	16	2650.13333333333	2608	2683	423.382222222222
2009-07-07 15:05		queens	6000	1	3256.03333333333	3203	3357	1717.09888888889
2009-07-07 15:05		queens	6000	2	3226.13333333333	3182	3281	606.848888888889
2009-07-07 15:05		queens	6000	4	3217.06666666667	3140	3275	1109.79555555556
2009-07-07 15:05		queens	6000	8	3200.53333333333	3173	3239	291.048888888889
2009-07-07 15:05		queens	6000	16	3185.46666666667	3137	3222	462.582222222222
